0.2 0.70588235 5 5 4 5 "SHOW" "CaffeineMC/lithium-fabric" "CaffeineMC/lithium-fabric"
0.58333333 0.71698113 5 5 5 5 "SHOW" "mc1arke/sonarqube-community-branch-plugin" "mc1arke/sonarqube-community-branch-plugin"
0.4 0.01234568 4 4 4 4 "SHOW" "jchambers/pushy" ""
0 0 5 5 5 5 "SHOW" "aNNiMON/Lightweight-Stream-API" ""
0.5 0.06666667 5 5 5 5 "SHOW" "OpenHFT/Java-Thread-Affinity" ""
1 0.2 5 5 4 5 "SHOW" "indigo-dc/im-java-api" "indigo-dc/im-java-api"
0 0.04878049 5 5 5 5 "SHOW" "reactor/lite-rx-api-hands-on" ""
0.5 0.08333333 3 4 3 2 "SHOW" "jfree/jfreechart" ""
0.2 0.12796209 5 5 5 5 "SHOW" "hub4j/github-api" ""
0.125 0.08333333 5 5 5 5 "SHOW" "jmrozanec/cron-utils" ""
0.3 0.13043478 4 4 4 4 "SHOW" "java-diff-utils/java-diff-utils" ""
0.5 0.06315789 4 4 4 4 "SHOW" "vanilla-music/vanilla" ""
0 1 3 4 2 2 "SHOW" "structurizr/dsl" "structurizr/dsl"
0.33333333 0.00961538 4 4 4 3 "SHOW" "mixpanel/mixpanel-android" ""
1 0.08695652 5 5 5 5 "SHOW" "wstrange/GoogleAuth" "wstrange/GoogleAuth"
0.5 0.13333333 3 4 3 2 "SHOW" "PortSwigger/param-miner" ""
0.375 0.10526316 5 5 4 5 "SHOW" "natario1/Transcoder" ""
0.71428571 0.07777778 4 5 4 3 "SHOW" "eclipse-californium/californium" "eclipse-californium/californium"
0 0 4 4 4 4 "SHOW" "asr-pub/LyricViewDemo" ""
0.25 0.09677419 4 4 4 3 "SHOW" "ppareit/swiftp" ""
0.625 0.09375 4 4 4 5 "SHOW" "jenkinsci/slack-plugin" "jenkinsci/slack-plugin"
0 0.03225806 3 4 3 1 "SHOW" "rharter/auto-value-parcel" ""
0.25 0.0625 3 4 3 2 "SHOW" "yacy/yacy_grid_mcp" ""
0.33333333 0.08974359 5 5 4 5 "SHOW" "apache/mina-sshd" ""
0.28 0.07954545 2 3 3 1 "SHOW" "swagger-api/swagger-parser" ""
0.4 0.05263158 4 4 5 4 "SHOW" "xuhuisheng/sonar-l10n-zh" ""
0.25 0.0952381 5 5 5 5 "SHOW" "ua-parser/uap-java" ""
0.4 0.04545455 3 3 3 2 "SHOW" "ItzSomebody/radon" ""
1 0 4 4 4 5 "SHOW" "SeeSharpSoft/intellij-csv-validator" ""
1 0 5 5 4 5 "SHOW" "esoco/objectrelations" ""
1 0 4 5 4 2 "SHOW" "fabioz/eclipse.spellchecker" ""
0 0 4 4 4 5 "SHOW" "cyNeo4j/cyNeo4j" ""
1 0 4 4 4 3 "SHOW" "farnulfo/pst-exp" ""
0 0 5 5 4 5 "SHOW" "ronnypolley/ecliseignorehelper" ""
0 0 5 5 4 5 "SHOW" "imagej/imagej-troubleshooting" "7"
0.27777778 0.0653951 3 4 3 3 "SHOW" "square/retrofit" ""
0.20987654 0.09602328 3 4 3 3 "SHOW" "apache/dubbo" ""
0.3 0.14285714 4 4 3 4 "SHOW" "skylot/jadx" "skylot/jadx"
0.1744186 0.27272727 4 4 3 4 "SHOW" "alibaba/nacos" "alibaba/nacos"
0.07936508 0.16161616 2 3 2 1 "SHOW" "alibaba/fastjson" "alibaba/fastjson"
0.15151515 0.26946108 5 5 4 5 "SHOW" "alibaba/spring-cloud-alibaba" "alibaba/spring-cloud-alibaba"
0.33333333 0.01960784 5 5 5 5 "SHOW" "greenrobot/EventBus" ""
0.30434783 0.20535714 4 4 3 4 "SHOW" "seata/seata" "seata/seata"
0.07142857 0.04074074 4 4 3 4 "SHOW" "google/gson" ""
0.23529412 0.09146341 3 3 2 3 "SHOW" "redisson/redisson" ""
0.24242424 0.1627907 4 4 3 5 "SHOW" "alibaba/Sentinel" "alibaba/Sentinel"
0.23076923 0.15555556 3 4 3 1 "SHOW" "termux/termux-app" "termux/termux-app"
0.2 0.04424779 5 5 5 5 "SHOW" "ReactiveX/RxAndroid" ""
0.23853211 0.10743802 3 4 3 3 "SHOW" "apache/rocketmq" ""
0.2 0.0787037 5 5 4 5 "SHOW" "brettwooldridge/HikariCP" ""
0.27272727 0.10144928 2 3 2 2 "SHOW" "Tencent/tinker" ""
0.25 0.01388889 5 5 4 5 "SHOW" "LMAX-Exchange/disruptor" ""
0.5 0.0212766 4 4 4 5 "SHOW" "hdodenhof/CircleImageView" ""
0.19148936 0.20111732 4 4 4 5 "SHOW" "baomidou/mybatis-plus" "baomidou/mybatis-plus"
0.6 0.09433962 3 4 4 2 "SHOW" "alibaba/ARouter" ""
0.16666667 0.07932011 5 5 4 5 "SHOW" "mockito/mockito" ""
0.28571429 0.16304348 4 4 4 5 "SHOW" "GoogleContainerTools/jib" "GoogleContainerTools/jib"
0.38888889 0.08547009 5 5 4 5 "SHOW" "Netflix/zuul" ""
0.05882353 0.1375 4 5 4 4 "SHOW" "Netflix/eureka" ""
0.24137931 0.04773869 5 5 4 5 "SHOW" "redis/jedis" ""
0.16666667 0.02678571 5 5 4 5 "SHOW" "code4craft/webmagic" ""
0.57142857 0.10791367 4 5 4 4 "SHOW" "square/javapoet" ""
0.16666667 0.06145251 5 5 5 5 "SHOW" "google/auto" ""
0.26666667 0.10332103 3 4 3 3 "SHOW" "jhy/jsoup" ""
0.125 0.02980132 4 5 3 4 "SHOW" "perwendel/spark" ""
