0.1 0.08333333 4 5 4 4 "SHOW" "hneemann/Digital" ""
0.125 0.20833333 5 5 4 5 "SHOW" "google/bundletool" "google/bundletool"
0.40740741 0.06363636 5 5 4 5 "SHOW" "AxonFramework/AxonFramework" ""
1 0.42857143 5 5 5 5 "SHOW" "halirutan/IntelliJ-Key-Promoter-X" "halirutan/IntelliJ-Key-Promoter-X"
0 0 4 4 4 5 "HIDE" "JackyAndroid/AndroidTVLauncher" ""
1 0.08695652 5 5 5 5 "SHOW" "KeepSafe/ReLinker" "KeepSafe/ReLinker"
0.26315789 0.02209945 5 5 4 5 "SHOW" "apache/curator" ""
0 0 4 4 4 5 "SHOW" "mbechler/marshalsec" ""
1 0.28571429 4 4 4 5 "SHOW" "microservices-patterns/ftgo-application" "microservices-patterns/ftgo-application"
0 0.04347826 4 4 4 5 "SHOW" "Netflix/concurrency-limits" ""
0.44444444 0.03472222 3 4 3 3 "SHOW" "igniterealtime/Smack" ""
1 0.03571429 5 5 5 5 "SHOW" "pilgr/Paper" "pilgr/Paper"
0.23076923 0.10662824 4 4 4 5 "SHOW" "assertj/assertj" ""
1 0 3 4 3 2 "SHOW" "apache/maven-mvnd" ""
0.125 0.05714286 4 4 4 4 "SHOW" "sofastack/sofa-bolt" ""
0.66666667 0.08080808 5 5 4 5 "SHOW" "hierynomus/sshj" "hierynomus/sshj"
0.325 0.08762887 3 4 3 3 "SHOW" "linkedin/rest.li" ""
0.33333333 0.09302326 4 4 4 5 "SHOW" "openzipkin/brave" ""
0.22222222 0.02739726 5 5 4 5 "SHOW" "rsocket/rsocket-java" ""
0.375 0 5 5 5 5 "SHOW" "google/jimfs" ""
0.60526316 0.29787234 5 5 4 5 "SHOW" "FabricMC/fabric" "FabricMC/fabric"
0.69230769 0.12903226 5 5 5 5 "SHOW" "selenide/selenide" "selenide/selenide"
0.16666667 0.4 5 5 4 5 "SHOW" "srikanth-lingala/zip4j" "srikanth-lingala/zip4j"
1 0 4 4 4 3 "SHOW" "500px/greedo-layout-for-android" ""
0.33333333 0.33333333 4 5 4 4 "SHOW" "exchange-core/exchange-core" "exchange-core/exchange-core"
