0.5 0.03738318 5 5 5 5 "SHOW" "greenrobot/EventBus" ""
0.32222222 0.11111111 4 4 3 4 "SHOW" "seata/seata" ""
0.28571429 0.06853583 4 4 3 4 "SHOW" "google/gson" ""
0.28 0.09606987 3 3 3 4 "SHOW" "redisson/redisson" ""
0.10294118 0.10958904 4 4 3 5 "SHOW" "alibaba/Sentinel" ""
0.26086957 0.08661417 3 4 4 2 "SHOW" "termux/termux-app" ""
0.66666667 0.00854701 5 5 5 5 "SHOW" "ReactiveX/RxAndroid" "ReactiveX/RxAndroid"
0.27419355 0.12969283 3 4 3 3 "SHOW" "apache/rocketmq" ""
0.04545455 0.05490196 5 5 4 5 "SHOW" "brettwooldridge/HikariCP" ""
0.16666667 0.02352941 2 3 2 2 "SHOW" "Tencent/tinker" ""
0.14285714 0.01020408 5 5 4 5 "SHOW" "LMAX-Exchange/disruptor" ""
0 0.02 4 4 4 5 "SHOW" "hdodenhof/CircleImageView" ""
0.25490196 0.12274368 5 5 4 5 "SHOW" "baomidou/mybatis-plus" ""
0.16666667 0.09230769 3 4 4 2 "SHOW" "alibaba/ARouter" ""
0.2 0.03782506 5 5 4 5 "SHOW" "mockito/mockito" ""
0.26923077 0.16107383 4 4 4 4 "SHOW" "GoogleContainerTools/jib" "GoogleContainerTools/jib"
0.625 0.02962963 5 5 4 5 "SHOW" "Netflix/zuul" "Netflix/zuul"
0.17647059 0.03645833 4 5 4 4 "SHOW" "Netflix/eureka" ""
0.14285714 0.04474273 4 4 3 5 "SHOW" "redis/jedis" ""
0.16666667 0.02362205 5 5 4 5 "SHOW" "code4craft/webmagic" ""
0.07142857 0.01257862 4 4 4 3 "SHOW" "square/javapoet" ""
0.25 0.02525253 5 5 4 5 "SHOW" "google/auto" ""
0.15151515 0.05167173 3 4 3 3 "SHOW" "jhy/jsoup" ""
0.05555556 0.00609756 4 5 3 4 "SHOW" "perwendel/spark" ""
